age,job,marital,education,balance,housing,loan,month,duration,campaign,y
1.0,4.0,2.0,3.0,7345,0,0,4,222,1,0
2.0,7.0,2.0,2.0,511,1,1,5,472,1,0
2.0,1.0,1.0,1.0,258,1,0,5,252,1,0
2.0,10.0,0.0,2.0,262,1,0,5,163,5,0
2.0,9.0,1.0,2.0,83,1,0,5,178,1,0
1.0,1.0,0.0,2.0,0,1,0,6,281,3,0
2.0,1.0,1.0,1.0,3503,0,0,6,89,1,0
2.0,9.0,2.0,3.0,3315,1,0,4,820,2,0
1.0,3.0,1.0,3.0,543,0,0,1,169,3,0
2.0,9.0,0.0,2.0,454,0,0,6,93,2,0
2.0,5.0,1.0,1.0,-58,0,0,5,143,4,0
2.0,10.0,0.0,2.0,32,0,0,8,282,2,0
2.0,3.0,1.0,2.0,495,0,0,8,414,4,0
2.0,4.0,0.0,3.0,0,0,1,8,38,6,0
2.0,1.0,2.0,2.0,522,1,0,5,347,2,0
2.0,4.0,1.0,3.0,23189,1,0,5,77,1,0
2.0,1.0,1.0,1.0,872,0,0,8,82,2,0
2.0,9.0,2.0,2.0,1001,0,1,7,178,2,0
2.0,4.0,2.0,3.0,539,1,0,2,198,2,0
2.0,5.0,0.0,1.0,150,0,0,6,254,1,0
2.0,4.0,1.0,3.0,1363,1,0,5,657,5,0
2.0,0.0,1.0,2.0,538,0,0,6,167,2,0
2.0,4.0,1.0,3.0,37,0,0,1,236,2,0
2.0,1.0,1.0,2.0,139,1,0,5,309,2,0
1.0,9.0,2.0,3.0,1271,1,0,8,303,5,0
2.0,0.0,1.0,2.0,1077,1,0,5,432,3,0
2.0,0.0,2.0,2.0,780,0,0,2,354,5,0
2.0,4.0,0.0,3.0,134,0,0,8,134,2,0
2.0,1.0,1.0,2.0,0,0,1,7,109,1,0
1.0,9.0,2.0,2.0,162,0,0,5,265,9,0
2.0,1.0,1.0,1.0,581,1,0,5,282,1,0
2.0,1.0,1.0,1.0,157,1,0,5,20,17,0
2.0,0.0,0.0,2.0,0,0,0,7,91,1,0
2.0,9.0,0.0,2.0,160,1,0,5,142,1,0
2.0,6.0,0.0,1.0,10924,0,0,5,106,2,0
2.0,9.0,1.0,2.0,195,0,0,8,211,2,0
2.0,0.0,2.0,2.0,0,0,0,7,286,2,0
2.0,7.0,1.0,2.0,-246,1,0,5,149,1,0
2.0,9.0,2.0,2.0,-173,0,0,8,342,4,0
2.0,4.0,1.0,2.0,-588,1,0,7,81,4,0
2.0,4.0,1.0,3.0,867,0,0,8,159,2,0
2.0,1.0,1.0,2.0,1088,1,0,5,77,2,0
2.0,5.0,1.0,2.0,-160,1,0,6,203,4,0
1.0,0.0,2.0,2.0,219,1,1,5,91,6,0
2.0,0.0,2.0,2.0,2790,1,0,6,190,1,0
1.0,8.0,2.0,2.0,160,0,0,5,109,2,0
2.0,1.0,1.0,2.0,911,1,0,5,136,2,0
2.0,4.0,1.0,3.0,11,1,0,7,654,1,0
2.0,0.0,2.0,3.0,178,0,0,2,17,6,0
2.0,3.0,1.0,1.0,0,1,0,7,193,1,0
2.0,4.0,0.0,2.0,923,1,0,6,129,2,0
2.0,4.0,1.0,3.0,70,0,0,8,165,3,0
2.0,1.0,1.0,2.0,263,1,0,5,206,3,0
2.0,1.0,1.0,2.0,822,1,0,5,185,6,0
2.0,4.0,1.0,3.0,1221,1,0,6,258,1,0
2.0,4.0,1.0,2.0,0,1,0,5,94,4,0
1.0,9.0,1.0,2.0,207,1,0,5,72,2,0
1.0,6.0,1.0,3.0,174,1,0,2,222,3,0
2.0,2.0,1.0,2.0,-480,1,1,6,351,6,0
2.0,1.0,1.0,2.0,655,0,0,11,986,6,0
2.0,0.0,1.0,2.0,505,1,1,11,119,1,0
2.0,9.0,1.0,2.0,-346,1,0,7,115,4,0
2.0,4.0,1.0,3.0,231,1,0,5,139,1,0
2.0,4.0,1.0,2.0,42,0,0,11,40,1,0
2.0,0.0,1.0,2.0,859,0,0,5,148,6,0
2.0,9.0,1.0,3.0,3820,1,0,3,105,1,0
2.0,0.0,2.0,2.0,1927,1,0,11,288,1,0
2.0,1.0,1.0,2.0,1958,1,0,5,124,3,0
2.0,5.0,0.0,3.0,294,1,0,1,89,1,0
2.0,1.0,2.0,2.0,4,1,0,6,129,1,0
1.0,4.0,1.0,3.0,2451,1,0,11,191,2,0
2.0,7.0,1.0,2.0,-404,1,0,5,344,1,0
2.0,1.0,0.0,1.0,-97,1,1,7,747,4,0
2.0,7.0,2.0,2.0,310,1,0,5,54,2,0
2.0,10.0,0.0,1.0,-249,1,1,7,92,1,0
2.0,0.0,2.0,2.0,554,1,0,2,80,1,0
2.0,0.0,2.0,2.0,167,0,1,7,201,3,0
2.0,10.0,1.0,1.0,408,1,0,5,53,1,0
2.0,9.0,1.0,1.0,145,1,0,5,157,6,0
2.0,7.0,1.0,2.0,2672,0,0,6,8,10,0
2.0,4.0,2.0,3.0,3202,1,0,5,14,8,0
2.0,4.0,2.0,3.0,0,0,0,8,135,2,0
1.0,9.0,2.0,2.0,252,0,0,1,706,2,0
3.0,1.0,1.0,1.0,625,1,0,5,158,2,0
1.0,9.0,2.0,3.0,0,1,0,6,205,6,0
1.0,7.0,1.0,2.0,249,1,0,4,294,1,0
2.0,9.0,1.0,3.0,184,1,1,2,653,3,0
2.0,0.0,1.0,2.0,105,0,1,8,74,2,0
2.0,4.0,1.0,3.0,644,0,0,8,100,2,0
2.0,1.0,1.0,1.0,1451,1,0,4,765,3,0
1.0,4.0,2.0,3.0,7788,0,0,8,391,4,0
2.0,9.0,0.0,2.0,5,0,0,8,131,2,0
2.0,9.0,1.0,2.0,10438,1,0,7,141,4,0
2.0,1.0,1.0,1.0,-85,1,1,5,118,1,0
2.0,1.0,0.0,1.0,837,0,0,7,41,2,0
2.0,0.0,0.0,2.0,-179,1,0,5,333,1,0
1.0,7.0,2.0,2.0,631,1,0,5,98,1,0
2.0,9.0,2.0,2.0,268,0,0,8,255,1,0
2.0,1.0,1.0,2.0,8979,1,0,11,72,3,0
2.0,7.0,1.0,2.0,162,0,0,6,166,4,0
2.0,7.0,1.0,2.0,-437,1,1,5,318,1,0
2.0,4.0,1.0,3.0,1831,0,0,2,122,1,0
2.0,9.0,1.0,2.0,29,0,0,8,122,2,0
1.0,1.0,1.0,2.0,245,1,0,5,16,11,0
2.0,9.0,0.0,2.0,57,0,0,8,396,3,0
2.0,0.0,1.0,2.0,91,0,0,8,224,2,0
2.0,1.0,1.0,1.0,460,0,0,8,224,1,0
2.0,5.0,0.0,1.0,40,0,0,6,108,1,0
2.0,7.0,1.0,2.0,378,0,1,7,55,9,0
2.0,4.0,1.0,3.0,202,1,0,6,128,6,0
2.0,1.0,1.0,1.0,168,1,1,5,212,3,0
2.0,4.0,1.0,3.0,128,0,0,7,733,1,0
2.0,0.0,1.0,2.0,256,0,0,5,388,2,0
2.0,9.0,2.0,2.0,3,0,0,8,367,1,0
2.0,9.0,0.0,2.0,751,1,0,11,237,1,0
2.0,0.0,1.0,2.0,46,1,1,5,195,1,0
2.0,1.0,2.0,1.0,433,1,0,5,54,4,0
2.0,4.0,2.0,3.0,469,1,0,5,925,1,0
1.0,7.0,2.0,3.0,3516,1,0,5,447,4,0
2.0,9.0,1.0,2.0,344,1,0,4,68,3,0
2.0,7.0,1.0,2.0,25,1,1,5,172,1,0
2.0,4.0,1.0,3.0,350,0,0,8,238,6,0
2.0,4.0,0.0,3.0,20,0,0,4,590,2,0
2.0,4.0,2.0,2.0,-490,0,1,11,141,2,0
2.0,9.0,1.0,3.0,1796,0,0,1,352,2,0
2.0,5.0,1.0,2.0,185,0,0,8,26,4,0
2.0,1.0,1.0,1.0,1397,1,0,6,10,1,0
2.0,7.0,1.0,2.0,1253,1,0,5,135,2,0
2.0,9.0,1.0,2.0,406,1,0,6,240,1,0
2.0,4.0,2.0,3.0,10907,0,0,5,74,3,0
2.0,7.0,1.0,2.0,1113,0,0,8,264,20,0
2.0,9.0,1.0,2.0,908,1,0,5,64,1,0
2.0,9.0,1.0,2.0,222,1,0,5,165,5,0
2.0,4.0,2.0,3.0,874,1,0,5,98,1,0
2.0,4.0,1.0,3.0,489,1,0,7,109,3,0
2.0,5.0,1.0,2.0,-488,0,1,7,172,2,0
2.0,1.0,1.0,3.0,17672,0,0,11,548,1,0
2.0,10.0,2.0,2.0,2706,0,0,11,462,3,0
2.0,1.0,1.0,2.0,171,1,0,5,96,1,0
2.0,6.0,1.0,2.0,0,0,0,8,55,6,0
2.0,4.0,1.0,3.0,82,0,0,7,134,5,0
2.0,9.0,2.0,2.0,329,0,0,7,711,1,0
2.0,0.0,2.0,2.0,330,1,0,5,24,1,0
2.0,9.0,2.0,2.0,4380,0,0,7,87,8,0
2.0,2.0,1.0,3.0,2410,0,0,11,65,1,0
2.0,6.0,1.0,1.0,185,1,0,5,513,3,0
2.0,0.0,2.0,1.0,846,1,0,5,204,1,0
2.0,4.0,0.0,3.0,1633,0,0,6,128,1,0
2.0,9.0,0.0,2.0,2735,0,0,2,213,2,0
2.0,6.0,1.0,2.0,672,1,0,5,164,2,0
2.0,6.0,1.0,2.0,149,1,0,5,27,1,0
1.0,0.0,2.0,2.0,291,0,0,2,12,9,0
1.0,9.0,2.0,2.0,525,0,0,2,176,2,0
2.0,1.0,1.0,1.0,-294,1,0,6,79,3,0
2.0,9.0,1.0,2.0,1234,1,0,7,185,6,0
2.0,9.0,1.0,2.0,8036,0,0,6,948,5,0
2.0,1.0,1.0,2.0,540,0,1,5,88,2,0
2.0,9.0,1.0,2.0,18,0,1,7,363,6,0
2.0,9.0,1.0,2.0,192,0,0,2,119,4,0
2.0,7.0,1.0,2.0,-119,1,0,5,138,2,0
2.0,4.0,1.0,3.0,437,1,0,5,109,1,0
2.0,4.0,1.0,3.0,732,0,0,8,255,1,0
2.0,9.0,1.0,2.0,720,1,0,4,58,3,0
2.0,0.0,1.0,2.0,1283,1,0,5,209,1,0
2.0,1.0,1.0,2.0,284,1,1,4,1426,2,0
2.0,7.0,0.0,2.0,935,0,0,2,112,1,0
1.0,1.0,2.0,1.0,3342,1,0,4,761,2,0
1.0,0.0,2.0,2.0,1358,0,0,5,237,2,0
2.0,9.0,1.0,2.0,307,0,0,7,145,2,0
2.0,10.0,1.0,2.0,495,1,1,6,154,8,0
2.0,0.0,1.0,2.0,-131,0,0,8,144,2,0
1.0,1.0,2.0,2.0,853,1,0,5,177,2,0
2.0,9.0,2.0,2.0,6164,1,0,11,101,1,0
2.0,7.0,1.0,2.0,890,1,0,5,829,1,0
2.0,1.0,1.0,2.0,873,1,0,6,44,3,0
2.0,4.0,1.0,3.0,285,1,0,4,322,1,0
2.0,9.0,1.0,2.0,-356,1,1,8,97,1,0
2.0,1.0,1.0,2.0,665,0,0,8,885,3,0
2.0,9.0,0.0,2.0,82,0,0,8,152,3,0
2.0,4.0,2.0,3.0,0,0,0,8,60,2,0
1.0,9.0,2.0,3.0,11862,0,0,5,281,5,0
1.0,9.0,1.0,2.0,876,1,0,5,268,1,0
2.0,4.0,1.0,3.0,656,1,0,7,268,2,0
2.0,4.0,1.0,3.0,8,0,0,8,169,4,0
2.0,1.0,0.0,2.0,709,1,0,7,100,4,0
2.0,1.0,0.0,2.0,3407,0,0,7,277,2,0
2.0,1.0,1.0,2.0,2366,1,0,5,127,2,0
2.0,0.0,0.0,2.0,3058,1,0,5,268,1,0
2.0,6.0,1.0,2.0,67,0,0,8,153,1,0
2.0,1.0,2.0,1.0,1918,1,0,11,321,1,0
2.0,7.0,1.0,2.0,456,1,1,6,100,4,0
2.0,4.0,1.0,3.0,1295,1,0,11,121,1,0
2.0,4.0,0.0,2.0,698,1,1,2,25,1,0
2.0,9.0,2.0,2.0,31,0,0,5,177,1,0
2.0,1.0,1.0,1.0,233,1,0,5,428,1,0
2.0,1.0,1.0,1.0,0,0,0,5,174,1,0
1.0,1.0,1.0,2.0,339,1,0,5,100,2,0
2.0,7.0,0.0,2.0,5267,1,0,6,178,2,0
2.0,1.0,1.0,2.0,1101,1,0,4,399,2,0
2.0,4.0,1.0,2.0,363,1,1,2,67,1,0
2.0,0.0,1.0,2.0,2145,0,0,11,273,2,0
2.0,10.0,1.0,2.0,23,1,0,5,27,3,0
2.0,2.0,1.0,2.0,0,1,1,6,184,5,0
2.0,4.0,1.0,1.0,108,0,0,11,169,2,0
2.0,1.0,1.0,2.0,1159,1,1,5,1181,9,0
2.0,4.0,1.0,3.0,2851,1,1,5,77,4,0
2.0,3.0,0.0,2.0,43,1,0,4,198,1,0
2.0,6.0,1.0,3.0,687,0,0,2,319,5,0
2.0,10.0,1.0,1.0,1221,0,1,7,108,1,0
2.0,9.0,2.0,2.0,674,1,1,6,150,3,0
2.0,4.0,0.0,3.0,1,1,0,5,399,4,0
1.0,8.0,2.0,2.0,2138,1,0,5,18,8,0
2.0,2.0,1.0,2.0,93,0,0,7,125,2,0
2.0,1.0,1.0,2.0,362,1,1,2,318,3,0
2.0,6.0,1.0,3.0,266,0,1,11,228,1,0
2.0,1.0,0.0,1.0,190,1,0,5,15,8,0
2.0,1.0,0.0,1.0,596,0,0,6,123,1,0
2.0,4.0,1.0,2.0,0,0,0,7,458,3,0
2.0,4.0,1.0,3.0,3154,0,0,6,126,1,0
2.0,1.0,1.0,1.0,-388,1,0,5,195,3,0
2.0,4.0,1.0,3.0,378,1,1,1,260,1,0
2.0,1.0,1.0,1.0,-98,1,1,5,112,2,0
2.0,1.0,1.0,2.0,2697,1,1,11,82,1,0
2.0,0.0,1.0,2.0,0,1,0,7,674,3,0
2.0,9.0,1.0,2.0,-300,0,0,8,226,9,0
2.0,10.0,0.0,1.0,438,0,0,6,139,2,0
2.0,4.0,1.0,2.0,9047,1,0,11,527,1,0
2.0,5.0,0.0,1.0,-24,0,1,7,319,3,0
2.0,9.0,0.0,2.0,6,0,0,8,26,16,0
2.0,0.0,1.0,2.0,281,1,0,5,118,1,0
2.0,1.0,1.0,1.0,733,1,0,4,382,2,0
2.0,1.0,1.0,2.0,2157,1,0,5,149,1,0
2.0,2.0,1.0,3.0,99,1,1,4,393,3,0
2.0,4.0,2.0,3.0,659,1,0,11,311,1,0
2.0,7.0,1.0,2.0,0,1,0,6,620,2,0
2.0,1.0,1.0,2.0,212,1,0,5,324,2,0
2.0,7.0,1.0,1.0,627,1,0,5,271,1,0
2.0,1.0,0.0,2.0,462,1,0,4,157,1,0
2.0,7.0,1.0,3.0,585,1,1,5,272,2,0
2.0,3.0,2.0,2.0,284,1,0,4,134,3,0
2.0,4.0,0.0,2.0,944,0,1,6,119,1,0
2.0,9.0,1.0,2.0,3155,1,0,5,99,3,0
2.0,6.0,1.0,3.0,4411,1,0,11,85,1,0
2.0,1.0,1.0,2.0,952,0,1,6,140,1,0
2.0,1.0,1.0,2.0,-3,0,1,6,172,1,0
2.0,4.0,1.0,2.0,873,0,0,1,273,1,0
2.0,5.0,1.0,1.0,-266,1,1,7,266,11,0
2.0,9.0,1.0,2.0,952,1,0,4,536,1,0
2.0,0.0,0.0,2.0,274,1,1,7,53,4,0
2.0,7.0,1.0,2.0,428,1,0,5,272,1,0
2.0,1.0,1.0,2.0,1218,0,0,8,107,2,0
2.0,4.0,1.0,3.0,2349,0,0,8,134,5,0
2.0,4.0,0.0,1.0,0,0,0,5,472,1,0
2.0,7.0,1.0,2.0,0,1,0,6,297,1,0
2.0,1.0,1.0,1.0,575,0,0,2,237,1,0
2.0,9.0,1.0,2.0,20,0,0,8,119,2,0
2.0,4.0,2.0,3.0,1495,1,0,1,339,2,0
2.0,2.0,1.0,1.0,2138,0,0,6,134,1,0
2.0,2.0,2.0,3.0,714,1,0,5,166,4,0
1.0,8.0,2.0,3.0,13107,1,0,5,112,2,0
2.0,9.0,1.0,2.0,2264,1,0,4,204,1,0
2.0,1.0,1.0,1.0,0,1,0,7,17,28,0
2.0,1.0,1.0,1.0,793,1,0,4,106,1,0
2.0,5.0,1.0,3.0,7132,0,0,8,88,2,0
2.0,7.0,1.0,2.0,74,1,0,5,101,4,0
2.0,7.0,1.0,2.0,311,0,1,7,114,12,0
1.0,0.0,2.0,2.0,-1,1,0,5,136,1,0
2.0,2.0,1.0,3.0,11464,0,0,6,222,1,0
2.0,7.0,1.0,2.0,744,1,0,5,211,2,0
2.0,0.0,2.0,2.0,1221,1,0,5,245,1,0
2.0,0.0,2.0,2.0,1150,1,0,5,126,2,0
2.0,1.0,2.0,1.0,1040,0,0,7,474,2,0
2.0,4.0,0.0,3.0,2813,1,0,5,43,1,0
1.0,0.0,1.0,2.0,685,1,0,6,25,3,0
2.0,0.0,1.0,3.0,55,1,0,7,384,1,0
2.0,4.0,1.0,3.0,4265,1,0,5,96,2,0
2.0,0.0,1.0,2.0,2235,1,1,5,755,2,0
2.0,0.0,1.0,2.0,-221,0,1,7,90,1,0
2.0,1.0,1.0,1.0,4660,0,0,8,82,3,0
2.0,1.0,1.0,1.0,612,1,1,11,131,1,0
2.0,9.0,2.0,2.0,210,1,0,7,298,2,0
2.0,1.0,1.0,1.0,5511,0,0,4,408,2,0
2.0,4.0,1.0,2.0,991,0,0,2,194,1,0
2.0,9.0,1.0,2.0,950,1,0,11,82,3,0
2.0,9.0,1.0,3.0,-218,0,0,6,8,13,0
2.0,8.0,2.0,3.0,117,1,0,7,41,1,0
1.0,0.0,1.0,2.0,0,1,1,7,546,2,0
2.0,4.0,2.0,3.0,1012,1,1,5,109,3,0
2.0,9.0,1.0,2.0,303,1,0,7,196,4,0
2.0,1.0,1.0,2.0,-10,1,0,5,216,1,0
1.0,1.0,2.0,2.0,18,0,0,5,395,1,0
2.0,9.0,0.0,3.0,0,1,0,7,24,16,0
2.0,1.0,2.0,2.0,-482,1,0,5,472,1,0
1.0,0.0,1.0,2.0,642,1,0,2,481,2,0
2.0,1.0,1.0,2.0,552,1,0,5,463,1,0
2.0,1.0,2.0,2.0,275,1,0,5,243,2,0
2.0,4.0,1.0,3.0,2204,0,0,8,123,4,0
2.0,3.0,1.0,1.0,0,0,0,6,235,3,0
2.0,9.0,1.0,3.0,4656,0,0,7,119,6,0
1.0,2.0,1.0,3.0,3037,1,0,5,10,5,0
2.0,3.0,1.0,3.0,554,0,0,1,48,1,0
2.0,10.0,1.0,1.0,311,0,0,7,80,11,0
2.0,10.0,2.0,2.0,233,1,0,5,11,8,0
2.0,7.0,0.0,2.0,496,1,1,5,54,15,0
2.0,4.0,1.0,3.0,523,1,0,5,105,4,0
1.0,1.0,1.0,1.0,243,0,1,2,133,2,0
2.0,4.0,1.0,3.0,724,1,0,11,157,2,0
2.0,1.0,1.0,2.0,1298,1,0,5,120,1,0
1.0,1.0,2.0,2.0,1550,1,1,5,228,3,0
3.0,5.0,1.0,3.0,473,0,0,4,333,1,0
2.0,7.0,1.0,2.0,88,1,0,5,190,1,0
1.0,9.0,2.0,3.0,822,0,0,2,371,3,0
1.0,1.0,2.0,2.0,49,0,1,5,210,2,0
2.0,1.0,1.0,2.0,0,1,0,11,420,2,0
2.0,1.0,2.0,3.0,358,0,0,2,103,3,0
2.0,2.0,1.0,1.0,-98,1,0,5,9,3,0
2.0,4.0,0.0,2.0,0,0,0,7,395,3,0
2.0,5.0,1.0,2.0,372,0,0,1,449,2,0
2.0,3.0,1.0,1.0,571,0,0,3,181,2,0
2.0,0.0,0.0,2.0,48,0,1,11,591,1,0
2.0,3.0,1.0,3.0,468,1,0,5,220,1,0
2.0,4.0,1.0,3.0,351,1,0,1,338,1,0
2.0,1.0,1.0,1.0,73,0,0,6,116,1,0
2.0,0.0,0.0,2.0,356,1,0,4,244,3,0
2.0,4.0,2.0,3.0,1475,1,1,6,76,1,0
1.0,0.0,1.0,2.0,40,1,1,5,108,2,0
2.0,4.0,1.0,3.0,4928,1,0,5,738,7,0
2.0,5.0,1.0,3.0,31,0,0,8,260,2,0
2.0,1.0,1.0,1.0,47,0,0,8,281,2,0
2.0,4.0,1.0,3.0,1071,0,0,2,84,2,0
2.0,4.0,1.0,3.0,569,0,1,8,452,4,0
2.0,1.0,1.0,1.0,-58,1,0,7,92,2,0
2.0,3.0,1.0,3.0,315,0,0,8,53,4,0
2.0,9.0,1.0,2.0,2313,1,0,5,293,3,0
2.0,1.0,1.0,1.0,0,0,0,8,152,6,0
2.0,6.0,1.0,2.0,11494,0,0,11,198,1,0
2.0,1.0,2.0,2.0,1564,1,0,5,493,10,0
1.0,4.0,2.0,3.0,5074,1,0,7,153,2,0
2.0,4.0,2.0,3.0,2187,1,0,5,26,5,0
2.0,7.0,0.0,2.0,11177,1,0,5,229,6,0
2.0,7.0,1.0,2.0,9374,1,0,11,7,8,0
1.0,1.0,1.0,2.0,-97,1,1,5,255,1,0
2.0,1.0,0.0,2.0,125,1,0,5,349,2,0
2.0,1.0,0.0,1.0,71,1,0,5,225,1,0
2.0,9.0,2.0,3.0,27733,1,0,6,164,7,0
2.0,9.0,2.0,3.0,1619,0,0,6,324,1,0
2.0,1.0,1.0,1.0,50,0,0,7,147,2,0
2.0,4.0,1.0,3.0,-57,1,0,7,37,20,0
2.0,4.0,1.0,3.0,2650,1,1,11,50,1,0
2.0,4.0,1.0,3.0,4006,0,0,7,51,4,0
2.0,1.0,2.0,2.0,2580,1,0,7,300,3,0
2.0,1.0,2.0,1.0,-631,1,0,7,124,3,0
2.0,9.0,2.0,2.0,18,0,0,6,361,2,0
2.0,0.0,1.0,2.0,2707,0,0,11,212,2,0
2.0,4.0,1.0,3.0,1066,1,0,7,181,1,0
2.0,7.0,1.0,2.0,773,1,0,5,198,1,0
2.0,7.0,2.0,2.0,-389,1,0,5,207,4,0
2.0,4.0,1.0,3.0,0,0,0,8,260,7,0
2.0,9.0,1.0,2.0,167,1,1,8,79,3,0
2.0,1.0,1.0,3.0,10483,0,0,6,218,1,0
1.0,1.0,2.0,2.0,535,1,0,6,360,2,0
2.0,9.0,0.0,3.0,-317,1,0,5,498,1,0
1.0,1.0,2.0,2.0,2353,0,0,2,498,2,0
2.0,9.0,1.0,3.0,1818,1,1,4,247,1,0
2.0,4.0,2.0,3.0,935,0,0,7,64,5,0
2.0,4.0,1.0,3.0,-273,1,0,7,344,3,0
2.0,7.0,1.0,1.0,170,1,1,5,361,3,0
1.0,1.0,1.0,2.0,554,1,0,1,100,1,0
2.0,0.0,2.0,2.0,3916,0,0,6,18,5,0
2.0,1.0,1.0,1.0,44,0,0,6,11,2,0
2.0,4.0,2.0,3.0,436,0,0,8,312,2,0
2.0,1.0,1.0,1.0,380,1,1,7,548,2,0
2.0,9.0,1.0,2.0,187,0,0,8,387,2,0
2.0,6.0,1.0,3.0,1148,0,0,7,104,2,0
2.0,7.0,1.0,2.0,889,1,0,7,417,7,0
2.0,1.0,2.0,1.0,227,0,1,6,414,1,0
2.0,0.0,1.0,3.0,464,1,0,5,100,1,0
2.0,1.0,0.0,2.0,3,1,0,7,228,4,0
2.0,9.0,1.0,3.0,62,0,0,7,66,2,0
2.0,1.0,1.0,2.0,809,1,1,5,60,1,0
2.0,4.0,0.0,3.0,177,1,0,5,1040,1,0
2.0,4.0,1.0,3.0,-1212,1,0,6,26,18,0
1.0,7.0,2.0,3.0,2938,1,0,7,184,2,0
2.0,9.0,0.0,2.0,12,0,0,6,150,2,0
2.0,4.0,0.0,3.0,0,0,0,6,85,2,0
2.0,1.0,1.0,1.0,-119,1,0,7,167,3,0
2.0,9.0,1.0,2.0,3,0,0,8,11,26,0
2.0,4.0,2.0,2.0,15,0,0,8,199,1,0
2.0,5.0,0.0,1.0,1420,0,0,6,655,4,0
2.0,4.0,1.0,3.0,795,0,0,8,99,24,0
2.0,5.0,1.0,1.0,420,0,0,8,245,2,0
2.0,2.0,1.0,1.0,0,0,0,2,64,1,0
2.0,1.0,1.0,2.0,1459,0,0,6,82,1,0
1.0,8.0,2.0,2.0,1284,1,0,6,327,10,0
2.0,10.0,1.0,3.0,17747,1,0,2,8,7,0
2.0,4.0,2.0,3.0,1092,1,1,5,202,4,0
2.0,9.0,1.0,2.0,104,0,0,8,86,5,0
2.0,5.0,1.0,1.0,1906,0,0,6,79,1,0
2.0,1.0,1.0,1.0,3837,0,1,11,120,1,0
2.0,1.0,2.0,2.0,116,1,0,5,261,1,0
2.0,9.0,1.0,1.0,284,0,0,7,70,9,0
2.0,4.0,1.0,3.0,3839,0,0,11,146,1,0
1.0,8.0,2.0,2.0,689,0,0,2,36,1,0
2.0,1.0,1.0,1.0,-94,1,1,5,308,1,0
1.0,4.0,2.0,3.0,478,0,0,8,193,3,0
2.0,1.0,1.0,1.0,71,1,0,5,355,2,0
1.0,6.0,2.0,3.0,1457,1,0,4,89,1,0
2.0,9.0,0.0,2.0,3455,1,0,11,120,4,0
2.0,4.0,1.0,3.0,5289,1,0,5,487,2,0
1.0,1.0,1.0,1.0,265,1,1,5,380,1,0
2.0,4.0,1.0,2.0,-32,1,0,5,77,1,0
2.0,9.0,1.0,2.0,2437,0,0,8,138,1,0
2.0,5.0,1.0,1.0,413,1,1,2,109,5,0
1.0,1.0,1.0,2.0,247,0,1,7,199,1,0
2.0,7.0,1.0,1.0,1700,1,0,7,178,12,0
1.0,8.0,2.0,3.0,0,0,0,5,52,3,0
2.0,4.0,0.0,3.0,6486,0,0,7,272,4,0
2.0,1.0,0.0,2.0,667,1,0,7,419,8,0
2.0,4.0,1.0,3.0,1802,0,0,11,74,1,0
2.0,0.0,2.0,2.0,-11,1,0,5,247,1,0
2.0,6.0,1.0,3.0,1146,0,1,7,80,1,0
2.0,0.0,2.0,2.0,16,0,0,6,119,2,0
2.0,2.0,0.0,3.0,3846,0,0,7,86,7,0
2.0,1.0,0.0,1.0,117,1,0,6,123,4,0
1.0,10.0,2.0,2.0,2303,0,0,2,193,5,0
2.0,1.0,1.0,1.0,4143,0,0,7,200,3,0
1.0,4.0,2.0,3.0,330,1,0,5,315,1,0
1.0,7.0,2.0,2.0,1008,1,0,5,426,9,0
2.0,4.0,0.0,2.0,0,1,0,6,187,1,0
1.0,9.0,1.0,2.0,266,1,0,5,208,1,0
1.0,4.0,2.0,3.0,841,0,0,2,217,1,0
1.0,1.0,1.0,1.0,108,1,0,7,57,2,0
1.0,1.0,2.0,1.0,174,1,0,5,22,3,0
1.0,3.0,2.0,3.0,868,0,0,8,387,2,0
2.0,7.0,2.0,2.0,174,1,0,2,134,1,0
1.0,2.0,2.0,3.0,255,1,0,5,401,1,0
2.0,4.0,1.0,3.0,3737,1,0,6,574,4,0
2.0,4.0,1.0,3.0,-16,0,0,8,108,2,0
2.0,4.0,1.0,3.0,4877,1,0,8,172,2,0
2.0,4.0,1.0,2.0,189,0,0,8,90,2,0
2.0,7.0,1.0,2.0,2915,0,0,5,314,2,0
2.0,3.0,0.0,1.0,168,1,0,5,266,3,0
2.0,9.0,1.0,2.0,264,1,1,4,414,2,0
2.0,7.0,1.0,2.0,1048,1,0,11,71,1,0
2.0,1.0,1.0,1.0,2,0,1,7,46,2,0
2.0,2.0,1.0,3.0,964,1,0,5,97,1,0
2.0,9.0,0.0,2.0,87,1,0,5,51,2,0
2.0,3.0,1.0,1.0,145,0,0,8,252,2,0
2.0,5.0,1.0,1.0,3549,0,0,7,51,36,0
2.0,1.0,1.0,2.0,1257,1,0,4,93,3,0
2.0,3.0,1.0,1.0,2603,1,0,11,224,1,0
2.0,0.0,0.0,2.0,-203,1,0,5,364,2,0
2.0,6.0,1.0,3.0,1194,1,0,5,50,1,0
1.0,7.0,2.0,2.0,1611,1,0,5,418,1,0
2.0,1.0,1.0,2.0,250,1,0,4,42,3,0
2.0,1.0,1.0,1.0,9750,1,0,11,51,2,0
2.0,0.0,0.0,2.0,458,0,0,11,744,2,0
2.0,1.0,1.0,2.0,160,1,0,5,136,1,0
1.0,9.0,2.0,2.0,-368,1,0,5,151,1,0
